S000000277	YBR073W	RDH54	TID1 DNA-dependent ATPase RDH54
S000000278	YBR074W	PFF1	YBR075W
S000000280	YBR076W	ECM8	""
S000000281	YBR077C	SLM4	NIR1 GSE1 EGO3
S000000282	YBR078W	ECM33	""
S000000283	YBR079C	RPG1	translation initiation factor eIF3 subunit a TIF32
S000000284	YBR080C	SEC18	ANU4 AAA family ATPase SEC18
S000000285	YBR081C	SPT7	SAGA histone acetyltransferase complex subunit SPT7 GIT2
S000000286	YBR082C	UBC4	E2 ubiquitin-conjugating protein UBC4
S000000287	YBR083W	TEC1	ROC1
S000000288	YBR084W	MIS1	trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase MIS1
S000000289	YBR085W	AAC3	ADP/ATP carrier protein AAC3 ANC3
S000000290	YBR086C	IST2	""
S000000291	YBR087W	RFC5	replication factor C subunit 5
S000000292	YBR088C	POL30	proliferating cell nuclear antigen PCNA
S000000293	YBR089W	""	""
S000000294	YBR090C	""	""
S000000295	YBR091C	TIM12	MRS5
S000000296	YBR092C	PHO3	phoC acid phosphatase PHO3
S000000297	YBR093C	PHO5	acid phosphatase PHO5 phoE
S000000298	YBR094W	PBY1	putative tubulin tyrosine ligase
S000000299	YBR095C	RXT2	RAF60
S000000300	YBR096W	""	""
S000000301	YBR097W	VPS15	VPS40 ubiquitin-binding serine/threonine protein kinase VPS15 VPL19 VAC4 GRD8 VPT15
S000000302	YBR098W	MMS4	YBR100W SLX2
S000000303	YBR099C	""	""
S000000305	YBR101C	FES1	""
S000000306	YBR102C	EXO84	exocyst subunit EXO84 USA3
S000000307	YBR103W	SIF2	EMB1
S000000308	YBR104W	YMC2	""
S000000309	YBR105C	VID24	GID4 glucose-induced degradation complex subunit VID24
S000000310	YBR106W	PHO88	""
S000000311	YBR107C	IML3	MCM19
S000000312	YBR108W	AIM3	""
S000000313	YBR109C	CMD1	CaM calmodulin
S000000314	YBR110W	ALG1	chitobiosyldiphosphodolichol beta-1,4 mannosyltransferase
S000000315	YBR111C	YSA1	RMA2 ADP-ribose diphosphatase
S000000316	YBR112C	CYC8	[OCT1+] [OCT] transcription regulator CYC8 CRT8 SSN6
S000000317	YBR113W	""	""
S000000318	YBR114W	RAD16	DNA repair protein RAD16 PSO5
S000000319	YBR115C	LYS2	L-aminoadipate-semialdehyde dehydrogenase
S000000320	YBR116C	""	""
S000000321	YBR117C	TKL2	transketolase TKL2
S000000322	YBR118W	TEF2	eEF1A EF-1 alpha translation elongation factor EF-1 alpha
S000000323	YBR119W	MUD1	U1-A U1A
S000000324	YBR120C	CBP6	""
S000000325	YBR121C	GRS1	glycine--tRNA ligase
S000000326	YBR122C	MRPL36	mitochondrial 54S ribosomal protein YmL36 YmL36
S000000327	YBR123C	TFC1	tau 95 transcription factor TFIIIC subunit TFC1
S000000328	YBR124W	""	""
S000000329	YBR125C	PTC4	GCT1 type 2C protein phosphatase PTC4
S000000330	YBR126C	TPS1	GGS1 GLC6 TSS1 BYP1 CIF1 FDP1 alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1
S000000331	YBR127C	VMA2	ATPSV VAT2 H(+)-transporting V1 sector ATPase subunit B
S000000332	YBR128C	ATG14	APG14 CVT12
S000000333	YBR129C	OPY1	""
S000000334	YBR130C	SHE3	""
S000000335	YBR131W	CCZ1	CVT16
S000000336	YBR132C	AGP2	""
S000000337	YBR133C	HSL7	protein arginine N-methyltransferase
S000000338	YBR134W	""	""
S000000339	YBR135W	CKS1	cyclin-dependent protein kinase regulatory subunit CKS1
S000000340	YBR136W	MEC1	protein kinase MEC1 RAD31 SAD3 ESR1
S000000341	YBR137W	""	""
S000000342	YBR138C	""	HDR1
S000000343	YBR139W	""	carboxypeptidase C
S000000344	YBR140C	IRA1	GTPase-activating protein IRA1 GLC1 PPD1
S000000345	YBR141C	BMT2	25S rRNA (adenine2142-N1)-methyltransferase
S000000346	YBR142W	MAK5	""
S000000347	YBR143C	SUP45	SAL4 SUP1 SUP47 translation termination factor eRF1 eRF1
S000000348	YBR144C	""	""
S000000349	YBR145W	ADH5	alcohol dehydrogenase ADH5
S000000350	YBR146W	MRPS9	mitochondrial 37S ribosomal protein MRPS9
S000000351	YBR147W	RTC2	RRT11 YPQ3
S000000352	YBR148W	YSW1	""
S000000353	YBR149W	ARA1	D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1
S000000354	YBR150C	TBS1	""
S000000355	YBR151W	APD1	""
S000000356	YBR152W	SPP381	U4/U6-U5 snRNP complex subunit SPP381
S000000357	YBR153W	RIB7	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase
S000000358	YBR154C	RPB5	DNA-directed RNA polymerase core subunit RPB5 ABC27
S000000359	YBR155W	CNS1	HSP70/90 family co-chaperone CNS1
S000000360	YBR156C	SLI15	""
S000000361	YBR157C	ICS2	""
S000000362	YBR158W	AMN1	ICS4 CST13
S000000363	YBR159W	IFA38	ketoreductase
S000000364	YBR160W	CDC28	SRM5 cyclin-dependent serine/threonine-protein kinase CDC28 CDK1 HSL5
S000000365	YBR161W	CSH1	mannosylinositol phosphorylceramide synthase catalytic subunit CSH1
S000000366	YBR162C	TOS1	""
S000000367	YBR163W	EXO5	DEM1
S000000368	YBR164C	ARL1	DLP2 Arf family GTPase ARL1
S000000369	YBR165W	UBS1	""
S000000370	YBR166C	TYR1	pprephenate dehydrogenase (NADP(+))
S000000371	YBR167C	POP7	RPP2 ribonuclease P/MRP protein subunit POP7
S000000372	YBR168W	PEX32	""
S000000373	YBR169C	SSE2	adenyl-nucleotide exchange factor SSE2
S000000374	YBR170C	NPL4	HRD4
S000000375	YBR171W	SEC66	SEC71 KAR7 Sec63 complex subunit SEC66 HSS1
S000000376	YBR172C	SMY2	""
S000000377	YBR173C	UMP1	RNS2
S000000378	YBR174C	""	""
S000000379	YBR175W	SWD3	SAF35 CPS30
S000000380	YBR176W	ECM31	3-methyl-2-oxobutanoate hydroxymethyltransferase
S000000381	YBR177C	EHT1	""
S000000382	YBR178W	""	""
S000000383	YBR179C	FZO1	mitofusin
S000000384	YBR180W	DTR1	""
S000000385	YBR181C	RPS6B	ribosomal 40S subunit protein S6B LPG18 S6e RPS102 RPS101
S000000386	YBR182C	SMP1	""
S000000387	YBR183W	YPC1	phytoceramidase
S000000388	YBR184W	""	""
S000000389	YBR185C	MBA1	""
S000000390	YBR186W	PCH2	""
S000000391	YBR187W	GDT1	putative ribosome biosynthesis protein GDT1
S000000392	YBR188C	NTC20	""
S000000393	YBR189W	RPS9B	RPS13A S9B S13 S4 SUP46 rp21 YS11 ribosomal 40S subunit protein S9B
S000000394	YBR190W	""	""
S000000395	YBR191W	RPL21A	L21A ribosomal 60S subunit protein L21A L21e URP1
S000000396	YBR192W	RIM2	PYT1
S000000397	YBR193C	MED8	""
S000000398	YBR194W	AIM4	SOY1
S000000399	YBR195C	MSI1	CAC3
S000000400	YBR196C	PGI1	glucose-6-phosphate isomerase CDC30
S000000401	YBR197C	""	""
S000000402	YBR198C	TAF5	TAF90 chromatin modification protein TAF5 TafII90
S000000403	YBR199W	KTR4	putative mannosyltransferase
S000000404	YBR200W	BEM1	SRO1 phosphatidylinositol-3-phosphate-binding protein BEM1
S000000405	YBR201W	DER1	""
S000000406	YBR202W	MCM7	mini-chromosome maintenance complex protein 7 CDC47
S000000407	YBR203W	COS111	""
S000000408	YBR204C	LDH1	""
S000000409	YBR205W	KTR3	mannosyltransferase KTR3
S000000410	YBR206W	""	""
S000000411	YBR207W	FTH1	""
S000000412	YBR208C	DUR1,2	bifunctional urea carboxylase/allophanate hydrolase DUR80
S000000413	YBR209W	""	""
S000000414	YBR210W	ERV15	""
S000000415	YBR211C	AME1	ARP100
S000000416	YBR212W	NGR1	RBP1
S000000417	YBR213W	MET8	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase MET8
S000000418	YBR214W	SDS24	""
S000000419	YBR215W	HPC2	""
S000000420	YBR216C	YBP1	""
S000000421	YBR217W	ATG12	APG12
S000000422	YBR218C	PYC2	pyruvate carboxylase 2
S000000423	YBR219C	""	""
S000000424	YBR220C	""	""
S000000425	YBR221C	PDB1	pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta
S000000426	YBR222C	PCS60	FAT2
S000000427	YBR223C	TDP1	tyrosyl-DNA phosphodiesterase 1
S000000428	YBR224W	""	""
S000000429	YBR225W	""	""
S000000430	YBR226C	""	""
S000000431	YBR227C	MCX1	""
S000000432	YBR228W	SLX1	endonuclease
S000000433	YBR229C	ROT2	GLS2 glucan 1,3-alpha-glucosidase ROT2
S000000434	YBR230C	OM14	""
S000000435	YBR231C	SWC5	AOR1
S000000436	YBR232C	""	""
S000000437	YBR233W	PBP2	HEK1
S000000438	YBR234C	ARC40	""
S000000439	YBR235W	VHC1	""
S000000440	YBR236C	ABD1	mRNA (guanine-N7)-methyltransferase
S000000441	YBR237W	PRP5	DEAD-box RNA helicase PRP5 RNA5
S000000442	YBR238C	""	""
S000000443	YBR239C	ERT1	""
S000000444	YBR240C	THI2	PHO6 phoF
S000000445	YBR241C	""	""
S000000446	YBR242W	""	""
S000000447	YBR243C	ALG7	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase TUR1
S000000448	YBR244W	GPX2	AMI1 glutathione peroxidase GPX2
S000000449	YBR245C	ISW1	SGN2 chromatin-remodeling ATPase ISW1
S000000450	YBR246W	RRT2	DPH7 diphthamide synthase ERE1
S000000451	YBR247C	ENP1	MEG1 snoRNA-binding rRNA-processing protein ENP1
S000000452	YBR248C	HIS7	imidazoleglycerol-phosphate synthase
S000000453	YBR249C	ARO4	3-deoxy-7-phosphoheptulonate synthase ARO4
S000000454	YBR250W	SPO23	""
S000000455	YBR251W	MRPS5	mitochondrial 37S ribosomal protein MRPS5
S000000456	YBR252W	DUT1	bifunctional dITP/dUTP diphosphatase
S000000457	YBR253W	SRB6	MED22
S000000458	YBR254C	TRS20	TRAPP subunit TRS20
S000000459	YBR255W	MTC4	""
S000000460	YBR256C	RIB5	riboflavin synthase
S000000461	YBR257W	POP4	RNase P/RNase MRP complex subunit
S000000462	YBR258C	SHG1	CPS15
S000000463	YBR259W	""	""
S000000464	YBR260C	RGD1	""
S000000465	YBR261C	TAE1	NTM1 N-terminal protein methyltransferase
S000000466	YBR262C	MIC12	MCS12 FMP51 AIM5
S000000467	YBR263W	SHM1	SHMT1 TMP3 glycine hydroxymethyltransferase SHM1
S000000468	YBR264C	YPT10	Rab family GTPase YPT10
S000000469	YBR265W	TSC10	3-dehydrosphinganine reductase
S000000470	YBR266C	SLM6	""
S000000471	YBR267W	REI1	""
S000000472	YBR268W	MRPL37	mitochondrial 54S ribosomal protein YmL37 YmL37
S000000473	YBR269C	SDH8	FMP21
S000000474	YBR270C	BIT2	""
S000000475	YBR271W	EFM2	S-adenosylmethionine-dependent methyltransferase
S000000476	YBR272C	HSM3	""
S000000477	YBR273C	UBX7	CUI3
S000000478	YBR274W	CHK1	serine/threonine protein kinase CHK1
S000000479	YBR275C	RIF1	DNA-binding protein RIF1
S000000480	YBR276C	PPS1	tyrosine/serine/threonine protein phosphatase PPS1
S000000481	YBR277C	""	""
S000000482	YBR278W	DPB3	""
S000000483	YBR279W	PAF1	""
S000000484	YBR280C	SAF1	SCF ubiquitin ligase complex subunit SAF1
S000000485	YBR281C	DUG2	glutamine amidotransferase subunit DUG2
S000000486	YBR282W	MRPL27	mitochondrial 54S ribosomal protein YmL27 YmL27
S000000487	YBR283C	SSH1	""
S000000488	YBR284W	""	metallo-dependent hydrolase superfamily protein
S000000489	YBR285W	""	""
S000000490	YBR286W	APE3	APY1
S000000491	YBR287W	""	ZSP1
S000000492	YBR288C	APM3	YKS6
S000000493	YBR289W	SNF5	TYE4 HAF4 SWI10
S000000494	YBR290W	BSD2	""
S000000495	YBR291C	CTP1	""
S000000496	YBR292C	""	""
S000000497	YBR293W	VBA2	""
S000000498	YBR294W	SUL1	SFP2
S000000499	YBR295W	PCA1	CAD2 PAY2 cation-transporting P-type ATPase PCA1
S000000500	YBR296C	PHO89	ITN1
S000000501	YBR297W	MAL33	MALR MAL3R transcription factor MAL33
S000000502	YBR298C	MAL31	MALT MAL3T
